0,CombatZoneResize,133,251,508,391
0,HeartTeleport,320,311,,,,,
0,HeartMode,0,,,,,,

0,SecretBackFalse
0,SecretBackG
1,DDLCsoul
1,YuriHEY
0,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
0,KnifeBlasterHeartX
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
0,KnifeBlasterHeartX
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
0,KnifeBlasterHeartX
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
0,KnifeBlasterHeartX
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
1,kitchenknifeG,498,291,90,100,180,0,1,
0,kitchenknifeG,123,311,270,100,0,0,1,
0,KnifeBlasterHeartX
1.5,DDLCsoulend
1.5,SecretBackGend
0,EndAttack

